Raw Input (OMIT FROM MAP),Date,Type of Beacon,Type of Rescue,Beacon Description,Latitude,Longitude,# Saves,Homeport,Description
"Home Port - Happy Valley, OR
On 29 May 2020 at 1915 UTC (1515 EDT) a Personal Locator Beacon (PLB) was detected at 37 46.4N 111 28.8W, 7 miles east of Escalante, UT. It was activated by a hiker who was lost and separated from his fellow hiker. The Air Force Rescue Coordination Center received the alert and contacted the Utah Department of Emergency Management. After activating the beacon, the hiker walked to an area with cell phone reception and called 911. The Garfield County Sheriff's Office arrived at the scene and located both hikers. No injuries were reported. 
2 SARSAT RESCUES
",05/29/2020,PLB,T,PLB (Personal Locator Beacon),37.77333333,-111.48,2,"Home Port - Happy Valley, OR","On 29 May 2020 at 1915 UTC (1515 EDT) a Personal Locator Beacon (PLB) was detected at 37 46.4N 111 28.8W, 7 miles east of Escalante, UT. It was activated by a hiker who was lost and separated from his fellow hiker. The Air Force Rescue Coordination Center received the alert and contacted the Utah Department of Emergency Management. After activating the beacon, the hiker walked to an area with cell phone reception and called 911. The Garfield County Sheriff's Office arrived at the scene and located both hikers. No injuries were reported. "
"Home Port - Seattle, WA
On 04 June 2020 at 1658 UTC (1258 EDT) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 45 50.3N 170 55.6W, 425 NM southwest of Nikolski, AK. It was manually activated by the operator of the 38-ft sailing vessel MISS LILLY when he realized he needed critical medicine. Coast Guard District 17 (CGD17) received the alert and contacted the owner, who stated that he had inadvertently left behind his medicine. CGD17 issued an Urgent Marine Information Broadcast (UMIB), diverted Coast Guard Cutter MELLON, and launched an aircraft from Air Station Kodiak with the needed medication. Prior to the assets' arrival, the container ship PRESIDENT EISENHOWER answered the UMIB, located the MISS LILLY, and embarked the sailor. No further Coast Guard assistance was required and he will remain on board until the ship's next port of call in Japan, then fly back to the United States. 
1 SARSAT RESCUE
",06/04/2020,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",45.83833333,-170.9266667,1,"Home Port - Seattle, WA","On 04 June 2020 at 1658 UTC (1258 EDT) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 45 50.3N 170 55.6W, 425 NM southwest of Nikolski, AK. It was manually activated by the operator of the 38-ft sailing vessel MISS LILLY when he realized he needed critical medicine. Coast Guard District 17 (CGD17) received the alert and contacted the owner, who stated that he had inadvertently left behind his medicine. CGD17 issued an Urgent Marine Information Broadcast (UMIB), diverted Coast Guard Cutter MELLON, and launched an aircraft from Air Station Kodiak with the needed medication. Prior to the assets' arrival, the container ship PRESIDENT EISENHOWER answered the UMIB, located the MISS LILLY, and embarked the sailor. No further Coast Guard assistance was required and he will remain on board until the ship's next port of call in Japan, then fly back to the United States. "
"Home Port - Not Registered
On 09 June 2020 at 1911 UTC (1511 EDT) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 27 09.5N 55 18.1W, 580 NM southeast of Bermuda. It was activated when a sailing vessel, with 1 person on board, lost rudder function and became disabled. Coast Guard District 5 received the alert and issued an enhanced group call concerning the alert. A Good Samaritan vessel responded and rescued the sailor. 
1 SARSAT RESCUE
",06/09/2020,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",27.15833333,-55.30166667,1,Home Port - Not Registered,"On 09 June 2020 at 1911 UTC (1511 EDT) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 27 09.5N 55 18.1W, 580 NM southeast of Bermuda. It was activated when a sailing vessel, with 1 person on board, lost rudder function and became disabled. Coast Guard District 5 received the alert and issued an enhanced group call concerning the alert. A Good Samaritan vessel responded and rescued the sailor. "
"Home Port - Brainerd, MN
On 12 June 2020 at 2021 UTC (1621 EDT) a Personal Locator Beacon (PLB) was detected at 46 53.0N 93 47.2W, in Beulah Township, MN. It was activated after a rented recreational vehicle, with 2 people on board, got stuck in the mud. The Air Force Rescue Coordination Center received the alert and contacted the registered owner, who dispatched a support team to assist the passengers and recover the vehicle. 
2 SARSAT RESCUES
",06/12/2020,PLB,T,PLB (Personal Locator Beacon),46.88333333,-93.78666667,2,"Home Port - Brainerd, MN","On 12 June 2020 at 2021 UTC (1621 EDT) a Personal Locator Beacon (PLB) was detected at 46 53.0N 93 47.2W, in Beulah Township, MN. It was activated after a rented recreational vehicle, with 2 people on board, got stuck in the mud. The Air Force Rescue Coordination Center received the alert and contacted the registered owner, who dispatched a support team to assist the passengers and recover the vehicle. "
"Home Port - Howell, NJ
On 12 June 2020 at 2241 UTC (1841 EDT) a Personal Locator Beacon (PLB) was detected at 40 02.6N 73 40.8W, 17 NM east of Point Pleasant Beach, NJ. It was activated when the pleasure craft TIE ONE ON, with 2 people on board, lost power. Prior to the alert, Sector Delaware Bay received a distress radio call from the TIE ONE ON crew and issued an Urgent Marine Information Broadcast after quickly losing communications with the vessel. Coast Guard District 5 received the alert and dispatched a helicopter and a motor lifeboat to the scene. The assets arrived and the motor lifeboat safely pulled the TIE ONE ON to Coast Guard Station Shark River in Avon-by-the-Sea, NJ. 
2 SARSAT RESCUES
",06/12/2020,PLB,M,PLB (Personal Locator Beacon),40.04333333,-73.68,2,"Home Port - Howell, NJ","On 12 June 2020 at 2241 UTC (1841 EDT) a Personal Locator Beacon (PLB) was detected at 40 02.6N 73 40.8W, 17 NM east of Point Pleasant Beach, NJ. It was activated when the pleasure craft TIE ONE ON, with 2 people on board, lost power. Prior to the alert, Sector Delaware Bay received a distress radio call from the TIE ONE ON crew and issued an Urgent Marine Information Broadcast after quickly losing communications with the vessel. Coast Guard District 5 received the alert and dispatched a helicopter and a motor lifeboat to the scene. The assets arrived and the motor lifeboat safely pulled the TIE ONE ON to Coast Guard Station Shark River in Avon-by-the-Sea, NJ. "
"Home Port - Hudson, FL
On 13 June 2020 at 0553 UTC (0153 EDT) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 28 24.6N 83 49.4W, 60 NM northwest of Clearwater, FL. It was activated by the crew of a 32-ft fishing vessel after 2 of its 5 passengers became ill and required medical care. Coast Guard District 7 received the alert, made contact with the beacon operator, launched a helicopter from Air Station Clearwater, and diverted Coast Guard Cutter BENJAMIN DAILEY to the location. The 2 sick individuals were hoisted into the helicopter and transported to Tampa General Hospital for treatment. The remaining crew returned safely to their boat ramp. 
2 SARSAT RESCUES
",06/13/2020,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",28.41,-83.82333333,2,"Home Port - Hudson, FL","On 13 June 2020 at 0553 UTC (0153 EDT) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 28 24.6N 83 49.4W, 60 NM northwest of Clearwater, FL. It was activated by the crew of a 32-ft fishing vessel after 2 of its 5 passengers became ill and required medical care. Coast Guard District 7 received the alert, made contact with the beacon operator, launched a helicopter from Air Station Clearwater, and diverted Coast Guard Cutter BENJAMIN DAILEY to the location. The 2 sick individuals were hoisted into the helicopter and transported to Tampa General Hospital for treatment. The remaining crew returned safely to their boat ramp. "
"Home Port - Panama City Beach, FL
On 14 June 2020 at 1429 UTC (1029 EDT) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 30 10.1N 85 50.7W, 2 NM offshore of Panama City Beach, FL. It was activated by request of the Coast Guard when the fishing vessel HIGH TIDE, with 2 people on board, was taking on water but still underway. Coast Guard District 8 received the alert, issued an Urgent Marine Information Broadcast, and launched a response boat. When the response boat arrived on scene, the HIGH TIDE was no longer taking on water and was escorted to its home port. 
2 SARSAT RESCUES
",06/14/2020,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",30.16833333,-85.845,2,"Home Port - Panama City Beach, FL","On 14 June 2020 at 1429 UTC (1029 EDT) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 30 10.1N 85 50.7W, 2 NM offshore of Panama City Beach, FL. It was activated by request of the Coast Guard when the fishing vessel HIGH TIDE, with 2 people on board, was taking on water but still underway. Coast Guard District 8 received the alert, issued an Urgent Marine Information Broadcast, and launched a response boat. When the response boat arrived on scene, the HIGH TIDE was no longer taking on water and was escorted to its home port. "
"Home Port - Horseshoe Beach, FL
On 13 June 2020 at 0638 UTC (0238 EDT) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 28 34.1N 84 24.4W, 93 NM northwest of Clearwater, FL. It was activated when a 27-ft catamaran, with 4 people on board, began taking on water. Coast Guard District 8 (CDG08) received the alert and contacted the registered owner, who provided information on the vessel and crew who borrowed his EPIRB. CGD08 contacted Coast Guard District 7 (CGD07) for additional assistance. Later, both Coast Guard Sectors Mobile and St. Petersburg received distress reports regarding the vessel and issued an Urgent Marine Information Broadcast (UMIB). CGD07 confirmed that the crew was able to stop the flooding and was continuing its voyage when it began flooding again. A commercial tow vessel, responding to the UMIB, observed the vessel sinking, embarked all 4 passengers, and transported them safely to shore. 
4 SARSAT RESCUES
",06/13/2020,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",28.56833333,-84.40666667,4,"Home Port - Horseshoe Beach, FL","On 13 June 2020 at 0638 UTC (0238 EDT) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 28 34.1N 84 24.4W, 93 NM northwest of Clearwater, FL. It was activated when a 27-ft catamaran, with 4 people on board, began taking on water. Coast Guard District 8 (CDG08) received the alert and contacted the registered owner, who provided information on the vessel and crew who borrowed his EPIRB. CGD08 contacted Coast Guard District 7 (CGD07) for additional assistance. Later, both Coast Guard Sectors Mobile and St. Petersburg received distress reports regarding the vessel and issued an Urgent Marine Information Broadcast (UMIB). CGD07 confirmed that the crew was able to stop the flooding and was continuing its voyage when it began flooding again. A commercial tow vessel, responding to the UMIB, observed the vessel sinking, embarked all 4 passengers, and transported them safely to shore. "
"Home Port - Laramie, WY
On 24 June 2020 at 1526 UTC (1126 EDT) a Personal Locator Beacon (PLB) was detected at 41 12.1N 106 09.2W, in the Medicine Bow-Routt National Forest, 2 miles northwest of Albany, WY. It was activated when an all-terrain vehicle (ATV) became inoperable, stranding 4 people on a mountain. The Air Force Rescue Coordination Center (AFRCC) received the alert and contacted the beacon owner, who had rented the ATV and PLB to the group staying at his lodge. A lodge employee used the coordinates provided by the AFRCC to locate the stranded party and transport them back to the lodge. 
4 SARSAT RESCUES
",06/24/2020,PLB,T,PLB (Personal Locator Beacon),41.20166667,-106.1533333,4,"Home Port - Laramie, WY","On 24 June 2020 at 1526 UTC (1126 EDT) a Personal Locator Beacon (PLB) was detected at 41 12.1N 106 09.2W, in the Medicine Bow-Routt National Forest, 2 miles northwest of Albany, WY. It was activated when an all-terrain vehicle (ATV) became inoperable, stranding 4 people on a mountain. The Air Force Rescue Coordination Center (AFRCC) received the alert and contacted the beacon owner, who had rented the ATV and PLB to the group staying at his lodge. A lodge employee used the coordinates provided by the AFRCC to locate the stranded party and transport them back to the lodge. "
"Home Port - Not Registered
On 18 June 2020 at 1120 UTC (0720 EDT) two Electronic Locator Transmitters (ELTs) were detected at 14 27.6N 146 34.6E, 60 NM southeast of Tinian, Commonwealth of the Northern Mariana Islands. They were activated when a U.S. military aircraft, with 2 people on board, crashed. Coast Guard Sector Marshall Islands received the alerts and contacted the associated Department of Defense asset, which confirmed the incident and reported that they were responding. Both people were later located and rescued. 
2 SARSAT RESCUES
",06/18/2020,ELT,A,"ELT (Emergency Locator Transmitter, Aviation Applications)",14.46,146.5766667,2,Home Port - Not Registered,"On 18 June 2020 at 1120 UTC (0720 EDT) two Electronic Locator Transmitters (ELTs) were detected at 14 27.6N 146 34.6E, 60 NM southeast of Tinian, Commonwealth of the Northern Mariana Islands. They were activated when a U.S. military aircraft, with 2 people on board, crashed. Coast Guard Sector Marshall Islands received the alerts and contacted the associated Department of Defense asset, which confirmed the incident and reported that they were responding. Both people were later located and rescued. "
"Home Port - Not Registered
On 20 June 2020 at 2113 UTC (1713 EDT) a Personal Locator Beacon (PLB) was detected at 35 45.2N 93 48.5W, 29 miles southeast of Fayetteville, AR in the Ozark National Forest. It was activated after an all-terrain vehicle rider crashed and suffered an injury. The Air Force Rescue Coordination Center received the alert and notified the Arkansas Department of Emergency Services, which launched a ground team and a helicopter to the scene. The injured person was hoisted and transported to a local hospital for treatment. 
1 SARSAT RESCUE
",06/20/2020,PLB,T,PLB (Personal Locator Beacon),35.75333333,-93.80833333,1,Home Port - Not Registered,"On 20 June 2020 at 2113 UTC (1713 EDT) a Personal Locator Beacon (PLB) was detected at 35 45.2N 93 48.5W, 29 miles southeast of Fayetteville, AR in the Ozark National Forest. It was activated after an all-terrain vehicle rider crashed and suffered an injury. The Air Force Rescue Coordination Center received the alert and notified the Arkansas Department of Emergency Services, which launched a ground team and a helicopter to the scene. The injured person was hoisted and transported to a local hospital for treatment. "
"Home Port - Gorham, NH
On 21 June 2020 at 1612 UTC (1212 EDT) a Personal Locator Beacon (PLB) was detected at 44 27.7N 71 15.1W, in Berlin, NH. It was activated when 2 all-terrain vehicle (ATV) riders became disabled. The Air Force Rescue Coordination Center received the alert and contacted the owner, an ATV rental company. The owner sent a ground team to the scene, assisted the riders, and transported them to safety. 
2 SARSAT RESCUES
",06/21/2020,PLB,T,PLB (Personal Locator Beacon),44.46166667,-71.25166667,2,"Home Port - Gorham, NH","On 21 June 2020 at 1612 UTC (1212 EDT) a Personal Locator Beacon (PLB) was detected at 44 27.7N 71 15.1W, in Berlin, NH. It was activated when 2 all-terrain vehicle (ATV) riders became disabled. The Air Force Rescue Coordination Center received the alert and contacted the owner, an ATV rental company. The owner sent a ground team to the scene, assisted the riders, and transported them to safety. "
"Home Port - Petaluma, CA
On 22 June 2020 at 1259 UTC (0859 EDT) a Personal Locator Beacon (PLB) was detected at 37 56.3N 119 32.3W, in Yosemite National Park, CA. It was activated when a hiker became ill. The Air Force Rescue Coordination Center received the alert and contacted the California Department of Emergency Services and Yosemite National Park. The Park sent a ground crew and helicopter to the position, located and hoisted the hiker, and transported him to the nearest hospital for treatment. 
1 SARSAT RESCUE
",06/22/2020,PLB,T,PLB (Personal Locator Beacon),37.93833333,-119.5383333,1,"Home Port - Petaluma, CA","On 22 June 2020 at 1259 UTC (0859 EDT) a Personal Locator Beacon (PLB) was detected at 37 56.3N 119 32.3W, in Yosemite National Park, CA. It was activated when a hiker became ill. The Air Force Rescue Coordination Center received the alert and contacted the California Department of Emergency Services and Yosemite National Park. The Park sent a ground crew and helicopter to the position, located and hoisted the hiker, and transported him to the nearest hospital for treatment. "
"Home Port - Barrow, AK
On 29 June 2020 at 0552 UTC (0152 EDT) a Personal Locator Beacon (PLB) was detected at 68 07.1N 151 50.1W, 3 miles southwest of Anaktuvuk Pass, AK. It was activated when an all-terrain vehicle, with 2 people on board, became disabled. The Alaska Rescue Coordination Center received the alert and notified North Slope Borough Search and Rescue, which deployed a ground team to the position. The ground team recovered the riders and transported them to safety. 
2 SARSAT RESCUES
",06/29/2020,PLB,T,PLB (Personal Locator Beacon),68.11833333,-151.835,2,"Home Port - Barrow, AK","On 29 June 2020 at 0552 UTC (0152 EDT) a Personal Locator Beacon (PLB) was detected at 68 07.1N 151 50.1W, 3 miles southwest of Anaktuvuk Pass, AK. It was activated when an all-terrain vehicle, with 2 people on board, became disabled. The Alaska Rescue Coordination Center received the alert and notified North Slope Borough Search and Rescue, which deployed a ground team to the position. The ground team recovered the riders and transported them to safety. "
"Home Port - Newport, OR
On 29 June 2020 at 0850 UTC (0450 EDT) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 43 58.2N 124 09.5W, just offshore of Florence, OR. It was activated when the fishing vessel AQUARIUS, with 3 people on board, crashed into a jetty and began capsizing. A few minutes prior to Coast Guard District 13 receiving the alert, the crew made a Mayday call to Sector North Bend stating that they were abandoning ship. Sector North Bend launched a helicopter and a ground search party and notified the local fire department, which deployed a rescue boat to the SARSAT position. The search party located 1 crew member just south of the jetty and transported them to a local hospital for treatment. A second crew member was found unresponsive on shore and the third was found unresponsive in the water; both were transported to a local hospital, where they were declared deceased. 
1 SARSAT RESCUE
",06/29/2020,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",43.97,-124.1583333,1,"Home Port - Newport, OR","On 29 June 2020 at 0850 UTC (0450 EDT) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 43 58.2N 124 09.5W, just offshore of Florence, OR. It was activated when the fishing vessel AQUARIUS, with 3 people on board, crashed into a jetty and began capsizing. A few minutes prior to Coast Guard District 13 receiving the alert, the crew made a Mayday call to Sector North Bend stating that they were abandoning ship. Sector North Bend launched a helicopter and a ground search party and notified the local fire department, which deployed a rescue boat to the SARSAT position. The search party located 1 crew member just south of the jetty and transported them to a local hospital for treatment. A second crew member was found unresponsive on shore and the third was found unresponsive in the water; both were transported to a local hospital, where they were declared deceased. "
"Home Port - Cape Charles, VA
On 01 July 2020 at 1549 UTC (1149 EDT) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 37 02.5N 74 52.9W, 54 NM northeast of Virginia Beach, VA. It was manually activated by the owner after the engine failed on his fishing boat. Coast Guard District 5 received the alert and notified Station Virginia Beach, which contacted the owner, who stated that he needed a tow. Commercial towing was dispatched to the location and the boat was safely towed to shore. 
1 SARSAT RESCUE
",07/01/2020,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",37.04166667,-74.88166667,1,"Home Port - Cape Charles, VA","On 01 July 2020 at 1549 UTC (1149 EDT) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 37 02.5N 74 52.9W, 54 NM northeast of Virginia Beach, VA. It was manually activated by the owner after the engine failed on his fishing boat. Coast Guard District 5 received the alert and notified Station Virginia Beach, which contacted the owner, who stated that he needed a tow. Commercial towing was dispatched to the location and the boat was safely towed to shore. "
"Home Port - Tigard, OR
On 02 July 2020 at 1103 UTC (0703 EDT) a Personal Locator Beacon (PLB) was detected at 46 03.3N 121 37.1W, 6 miles northwest of Trout Lake, WA. It was activated by a hiker who was having a heart attack. The Air Force Rescue Coordination Center received the alert and notified the Washington Emergency Management Division, which sent local law enforcement to the SARSAT position. The hiker was located and transported to a local hospital for medical treatment. 
1 SARSAT RESCUE
",07/02/2020,PLB,T,PLB (Personal Locator Beacon),46.055,-121.6183333,1,"Home Port - Tigard, OR","On 02 July 2020 at 1103 UTC (0703 EDT) a Personal Locator Beacon (PLB) was detected at 46 03.3N 121 37.1W, 6 miles northwest of Trout Lake, WA. It was activated by a hiker who was having a heart attack. The Air Force Rescue Coordination Center received the alert and notified the Washington Emergency Management Division, which sent local law enforcement to the SARSAT position. The hiker was located and transported to a local hospital for medical treatment. "
"Home Port - Gorham, NH
On 04 July 2020 at 2019 UTC (1619 EDT) a Personal Locator Beacon (PLB) was detected at 44 28N 71 15.2W, 7 miles northwest of Gorham, NH in Jericho Mountain State Park. It was activated when 2 hikers became lost. The Air Force Rescue Coordination Center received the alert and notified the New Hampshire State Police, who sent officers to the SARSAT position, found the hikers, and transported them to safety. 
2 SARSAT RESCUES
",07/04/2020,PLB,T,PLB (Personal Locator Beacon),44.46666667,-71.25333333,2,"Home Port - Gorham, NH","On 04 July 2020 at 2019 UTC (1619 EDT) a Personal Locator Beacon (PLB) was detected at 44 28N 71 15.2W, 7 miles northwest of Gorham, NH in Jericho Mountain State Park. It was activated when 2 hikers became lost. The Air Force Rescue Coordination Center received the alert and notified the New Hampshire State Police, who sent officers to the SARSAT position, found the hikers, and transported them to safety. "
"Home Port - Not Registered
On 05 July 2020 at 2128 UTC (1728 EDT) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 22 13.2N 85 03.2W, 20 NM northwest of Las Tumbas, Cuba. It was activated when the 45-ft yacht SLS, with 2 people on board, became disabled due to propulsion issues. Coast Guard District 7 received the alert and notified the Cuban Border Guard, conducted an AMVER surface picture, and issued an Enhanced Group Call (EGC). The motor vessel CARIBE LEGEND responded to the EGC, assisted with repair to SLS, and reported that no further assistance was needed. SLS was able to continue its journey to Isla Mujeres, Mexico. 
2 SARSAT RESCUES
",07/05/2020,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",22.22,-85.05333333,2,Home Port - Not Registered,"On 05 July 2020 at 2128 UTC (1728 EDT) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 22 13.2N 85 03.2W, 20 NM northwest of Las Tumbas, Cuba. It was activated when the 45-ft yacht SLS, with 2 people on board, became disabled due to propulsion issues. Coast Guard District 7 received the alert and notified the Cuban Border Guard, conducted an AMVER surface picture, and issued an Enhanced Group Call (EGC). The motor vessel CARIBE LEGEND responded to the EGC, assisted with repair to SLS, and reported that no further assistance was needed. SLS was able to continue its journey to Isla Mujeres, Mexico. "
"Home Port - Napa, CA
On 08 July 2020 at 0100 UTC (2100 EDT) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 24 37.3N 144 47.7W, 640 NM northeast of Hilo, HI. It was activated when the sailing vessel THIRD TRY, with 3 people on board, became disabled. Prior to receiving the SARSAT alert, Coast Guard District 14 (CGD14) received a report of the distress from a friend of the vessel's crew. CGD14 launched a helicopter from Air Station Barbers Point and diverted the vessel MAHI MAHI from the Automated Mutual-Assistance Vessel Rescue System to the SARSAT location. The MAHI MAHI arrived on the scene and rescued the 3 sailors, all of whom were in good condition. 
3 SARSAT RESCUES
",07/08/2020,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",24.62166667,-144.795,3,"Home Port - Napa, CA","On 08 July 2020 at 0100 UTC (2100 EDT) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 24 37.3N 144 47.7W, 640 NM northeast of Hilo, HI. It was activated when the sailing vessel THIRD TRY, with 3 people on board, became disabled. Prior to receiving the SARSAT alert, Coast Guard District 14 (CGD14) received a report of the distress from a friend of the vessel's crew. CGD14 launched a helicopter from Air Station Barbers Point and diverted the vessel MAHI MAHI from the Automated Mutual-Assistance Vessel Rescue System to the SARSAT location. The MAHI MAHI arrived on the scene and rescued the 3 sailors, all of whom were in good condition. "
"Home Port - Alvin, TX
On 12 July 2020 at 0011 UTC (2011 EDT) a Personal Locator Beacon (PLB) was detected at 29 03.5N 94 19.4W, 28 NM southeast of Galveston, TX. It was activated after a fishing vessel, with 6 people on board, became disabled. Coast Guard District 8 received the alert, along with a May Day call from the vessel, and launched a rescue boat from Sector Houston-Galveston to the SARSAT position. The vessel and passengers were safely towed to shore. 
6 SARSAT RESCUES
",07/12/2020,PLB,M,PLB (Personal Locator Beacon),29.05833333,-94.32333333,6,"Home Port - Alvin, TX","On 12 July 2020 at 0011 UTC (2011 EDT) a Personal Locator Beacon (PLB) was detected at 29 03.5N 94 19.4W, 28 NM southeast of Galveston, TX. It was activated after a fishing vessel, with 6 people on board, became disabled. Coast Guard District 8 received the alert, along with a May Day call from the vessel, and launched a rescue boat from Sector Houston-Galveston to the SARSAT position. The vessel and passengers were safely towed to shore. "
"Home Port - Millsboro, DE
On 12 July 2020 at 1119 UTC (0719 EDT) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 38 17.7N 73 59.2W, 52 NM east of Ocean City, MD. It was activated when the pleasure craft KEY TO PARADISE, with 6 people on board, became disabled. Coast Guard District 5 received the alert and launched a rescue boat from Station Ocean City and an aircraft from Air Station Atlantic City. The rescue boat arrived on scene and towed the vessel and passengers to shore. 
6 SARSAT RESCUES
",07/12/2020,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",38.295,-73.98666667,6,"Home Port - Millsboro, DE","On 12 July 2020 at 1119 UTC (0719 EDT) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 38 17.7N 73 59.2W, 52 NM east of Ocean City, MD. It was activated when the pleasure craft KEY TO PARADISE, with 6 people on board, became disabled. Coast Guard District 5 received the alert and launched a rescue boat from Station Ocean City and an aircraft from Air Station Atlantic City. The rescue boat arrived on scene and towed the vessel and passengers to shore. "
"Home Port - Bend, OR
On 15 July 2020 at 0211 UTC (2211 EDT) a Personal Locator Beacon (PLB) was detected at 61 46.6N 149 15.2W, 13 miles northwest of Palmer, AK. It was activated when a hiker became injured. The Alaska Rescue Coordination Center (AKRCC) received the alert and contacted the Alaska State Troopers, who launched a ground team to the position. The ground team arrived on scene and requested a helicopter transport from the AKRCC. The helicopter arrived on scene, hoisted the injured hiker, and transported them to a nearby medical center for treatment. 
1 SARSAT RESCUE
",07/15/2020,PLB,T,PLB (Personal Locator Beacon),61.77666667,-149.2533333,1,"Home Port - Bend, OR","On 15 July 2020 at 0211 UTC (2211 EDT) a Personal Locator Beacon (PLB) was detected at 61 46.6N 149 15.2W, 13 miles northwest of Palmer, AK. It was activated when a hiker became injured. The Alaska Rescue Coordination Center (AKRCC) received the alert and contacted the Alaska State Troopers, who launched a ground team to the position. The ground team arrived on scene and requested a helicopter transport from the AKRCC. The helicopter arrived on scene, hoisted the injured hiker, and transported them to a nearby medical center for treatment. "
"Home Port - West Palm Beach, FL
On 15 July 2020 at 1714 UTC (1114 EDT) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 28 55.9N 83 14.8W, 16 NM southwest of Cedar Key, FL. It was activated after a fishing vessel, with 2 people on board, became disabled. Coast Guard District 7 received the alert and issued an Urgent Marine Information Broadcast. Coast Guard Station Yankeetown launched a rescue boat and helicopter to the scene, located the vessel, and towed it to Cedar Key. 
2 SARSAT RESCUES
",07/15/2020,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",28.93166667,-83.24666667,2,"Home Port - West Palm Beach, FL","On 15 July 2020 at 1714 UTC (1114 EDT) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 28 55.9N 83 14.8W, 16 NM southwest of Cedar Key, FL. It was activated after a fishing vessel, with 2 people on board, became disabled. Coast Guard District 7 received the alert and issued an Urgent Marine Information Broadcast. Coast Guard Station Yankeetown launched a rescue boat and helicopter to the scene, located the vessel, and towed it to Cedar Key. "
"Home Port - Englewood, FL
On 16 July 2020 at 0107 UTC (2107 EDT) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 26 59.7N 83 15.9W, 44 NM southwest of Venice, FL. It was manually activated when the fishing vessel EL LOBO, with 3 people on board, ran out of fuel. Coast Guard District 7 (CGD07) received the alert and launched a helicopter, which located the EL LOBO and assisted them in contacting their commercial towing service. CGD07 also deployed Coast Guard Cutter CROCODILE to the scene since the EL LOBO had lost communications and anticipated a long wait for fuel. The tow boat arrived 4 hours later and refueled the vessel, which continued its voyage to Venice. 
3 SARSAT RESCUES
",07/16/2020,EPIRB,M,"EPIRB (Emergency Position-Indicating Radio Beacon, Maritime Applications)",26.995,-83.265,3,"Home Port - Englewood, FL","On 16 July 2020 at 0107 UTC (2107 EDT) an Emergency Position Indicating Radio Beacon (EPIRB) was detected at 26 59.7N 83 15.9W, 44 NM southwest of Venice, FL. It was manually activated when the fishing vessel EL LOBO, with 3 people on board, ran out of fuel. Coast Guard District 7 (CGD07) received the alert and launched a helicopter, which located the EL LOBO and assisted them in contacting their commercial towing service. CGD07 also deployed Coast Guard Cutter CROCODILE to the scene since the EL LOBO had lost communications and anticipated a long wait for fuel. The tow boat arrived 4 hours later and refueled the vessel, which continued its voyage to Venice. "
